# Name, RA, Dec, N_exp, SNR, Teff, logg, [M/H]
HD123732,212.67516,-47.76996,8.0,157.576076864,0.0,0.0,0.0
HIP-19911,64.068276,7.1587,7.0,365.694558341,5533.0,4.52,-0.07
b_V1355,293.465379,15.93758,2.0,28.3296664294,0.0,0.0,0.0
YYPic,87.23492,-46.31454,2.0,324.830802111,0.0,0.0,0.0
HD6980,17.39454,-46.26568,28.0,498.26343434,0.0,0.0,0.0
HIP19807,63.719376,-25.01222,8.0,194.397350805,0.0,0.0,0.0
HIP-25670,82.24519,-17.42839,49.0,754.319925496,0.0,0.0,0.0
bV1082Sco,264.115876,-33.49249,7.0,86.9537233245,0.0,0.0,0.0
EFCha,181.774327,-78.7382,2.0,321.146103822,0.0,0.0,0.0
vesta20111010,312.32309,-25.03041,6.0,388.890048728,0.0,0.0,0.0
b_A022311,35.793258,16.50575,2.0,24.773574631,0.0,0.0,0.0
b_A195530,298.869574,-71.26031,5.0,99.0065654389,0.0,0.0,0.0
V352Pav,266.785812,-59.99932,1.0,202.0,0.0,0.0,0.0
HD188032,298.836454,-48.28477,10.0,399.136367674,0.0,0.0,0.0
vesta20111122,323.932542,-20.93763,6.0,314.811356212,0.0,0.0,0.0
LRc05_E2_4607,279.787034,4.35739,14.0,12.9383151917,0.0,0.0,0.0
GJ791,306.92622,-27.74988,3.0,22.4182960994,0.0,0.0,0.0
V382Pav,307.948347,-73.07284,1.0,108.2,0.0,0.0,0.0
HIP-10303,33.196847,-2.39691,54.0,1052.25521144,0.0,0.0,0.0
HIP-10175,32.7193,13.68041,48.0,709.407675459,5626.0,4.42,-0.2
GJ4187A,319.405359,-8.90397,2.0,17.8216160883,0.0,0.0,0.0
HIP--6407,20.579881,3.51167,7.0,201.286388015,0.0,0.0,0.0
bA135-623,233.976876,-62.58587,3.0,35.8993036144,0.0,0.0,0.0
HIP-28066,89.013071,13.91896,80.0,1226.99470659,5457.0,4.36,0.3
vesta20110929,310.889257,-25.54931,6.0,434.738450105,0.0,0.0,0.0
V435Car,95.462484,-51.23383,1.0,262.0,0.0,0.0,0.0
HD203335,320.916544,-55.54285,5.0,91.7926467643,6306.0,4.56,-0.04
HD091201,157.494926,-62.71421,5.0,256.4684581,0.0,0.0,0.0
CCOct,300.889391,-78.83066,1.0,113.7,0.0,0.0,0.0
GJ810A,313.912586,-14.03573,2.0,10.1965680501,0.0,0.0,0.0
RXCae,67.726111,-41.175,2.0,375.620619775,0.0,0.0,0.0
CEOct,301.521784,-79.42164,1.0,109.1,0.0,0.0,0.0
HIP66990,205.936471,-51.62747,7.0,263.007623464,0.0,0.0,0.0
GJ4352,354.535265,-16.23596,4.0,39.0366494464,0.0,0.0,0.0
HIP-30037,94.807797,-68.83165,24.0,343.975900319,0.0,0.0,0.0
GJ899,353.513833,0.17705,5.0,44.2544912975,0.0,0.0,0.0
HD87810,151.784913,-21.2543,8.0,310.678579886,0.0,0.0,0.0
HIP--7585,24.422637,12.07587,75.0,1116.62202199,6213.0,4.25,0.12
GJ4304A,343.992354,5.75222,4.0,34.7416176941,0.0,0.0,0.0
EMAqr,313.789001,-1.37335,1.0,187.4,0.0,0.0,0.0
HD160089,264.778723,-26.93421,7.0,162.996380328,6312.0,4.78,0.11
HIP53084,162.904077,-16.40215,6.0,202.994852151,0.0,0.0,0.0
CGOct,341.275894,-88.81516,1.0,125.3,0.0,0.0,0.0
aHD231630,292.679417,13.66827,5.0,92.2539430052,0.0,0.0,0.0
CPOct,47.421126,-83.53227,1.0,144.6,0.0,0.0,0.0
b-TYC-8620,167.056747,-55.92428,2.0,47.2698635496,0.0,0.0,0.0
AIScl,18.190874,-37.8564,1.0,211.8,0.0,0.0,0.0
NZPav,297.756011,-65.60727,1.0,145.3,0.0,0.0,0.0
HIP111286,338.164899,-65.44333,6.0,163.898505179,0.0,0.0,0.0
HIP114615,348.290434,-30.44817,48.0,493.681334466,0.0,0.0,0.0
HD073654,129.515546,-38.76256,1.0,206.8,0.0,0.0,0.0
HD126516,216.513805,-0.69119,5.0,229.709338077,0.0,0.0,0.0
FGEri,28.950333,-55.07422,1.0,194.5,0.0,0.0,0.0
CFInd,324.922086,-51.57432,1.0,187.2,0.0,0.0,0.0
HD48752,101.302712,9.68321,2.0,344.91043765,0.0,0.0,0.0
HD10830,26.417172,-25.05051,6.0,582.470179494,0.0,0.0,0.0
TXRet,64.169315,-64.31455,1.0,266.4,0.0,0.0,0.0
SW1447+0103,221.943582,1.06533,1.0,0.2,0.0,0.0,0.0
HD37548,84.657055,-16.91887,2.0,128.10815743,5950.0,4.26,-0.04
HIP69724,214.085155,-4.28402,6.0,148.301550902,0.0,0.0,0.0
RSGru,325.768231,-48.19123,1.0,138.6,0.0,0.0,0.0
VV-For,43.139132,-26.30298,1.0,93.8,0.0,0.0,0.0
TR1,91.895979,24.092,9.0,10.2825094213,0.0,0.0,0.0
AKMen,58.326889,-79.80721,1.0,105.8,0.0,0.0,0.0
solar_spectrum,217.59467,-29.78771,1.0,198.0,0.0,0.0,0.0
HD82114,140.839863,-77.88833,3.0,101.233887607,5912.0,4.2,0.01
HD196384,309.429991,-22.44089,2.0,147.927820237,6611.0,4.79,-0.13
FIEri,39.821359,-43.80295,1.0,137.4,0.0,0.0,0.0
HD153276,254.742813,-15.81108,2.0,37.1974461489,6000.0,4.48,0.04
GJ4265,333.474078,5.27764,1.0,11.4,0.0,0.0,0.0
bNND,311.707298,7.5531,5.0,152.880181842,0.0,0.0,0.0
HD49429,102.178668,8.86153,1.0,195.5,0.0,0.0,0.0
DRPsc,0.350372,6.79174,1.0,201.0,0.0,0.0,0.0
bHD104856,181.141384,-52.69563,1.0,67.2,0.0,0.0,0.0
HDTE192263,303.499853,-0.8639,5.0,271.781069981,5746.0,4.44,0.28
HD329868,236.633341,-47.23628,4.0,41.280867239,0.0,0.0,0.0
b-CD-80-28,16.406027,-80.06452,5.0,100.096053868,0.0,0.0,0.0
AUScl,3.784789,-29.00497,1.0,118.1,0.0,0.0,0.0
BGHyi,21.040447,-70.67616,1.0,125.4,0.0,0.0,0.0
HD48977,101.639551,8.58395,1.0,246.2,0.0,0.0,0.0
bA152-543,230.532812,-54.52878,1.0,23.6,0.0,0.0,0.0
V4425Sgr,298.794889,-25.81009,1.0,75.6,0.0,0.0,0.0
HD088955,153.68767,-42.12115,1.0,346.5,0.0,0.0,0.0
XZMen,71.892156,-79.80744,1.0,274.0,0.0,0.0,0.0
ADHor,53.958314,-43.71753,1.0,179.5,0.0,0.0,0.0
HIP-79715,244.02397,-52.81509,38.0,580.191399454,5819.0,4.41,-0.03
UZRet,62.767197,-63.16169,1.0,136.9,0.0,0.0,0.0
BXInd,330.417668,-54.15895,1.0,125.1,0.0,0.0,0.0
EQEri,67.495246,-28.87944,1.0,248.1,0.0,0.0,0.0
GJ831A,322.832922,-9.79023,1.0,7.3,0.0,0.0,0.0
GJ9773,333.149738,8.55082,4.0,17.3389734414,0.0,0.0,0.0
HVEri,72.140735,-11.75258,1.0,244.6,0.0,0.0,0.0
UWPsA,338.390941,-29.66412,1.0,153.5,0.0,0.0,0.0
HD28807,67.987509,-12.63216,4.0,167.499104475,6602.0,4.67,0.06
BUMic,309.971625,-36.03509,1.0,182.5,0.0,0.0,0.0
A_HR3198,122.74143,14.62614,15.0,565.118845908,0.0,0.0,0.0
SW1019-0948,154.911869,-9.80479,67.0,55.3084080407,0.0,0.0,0.0
55Cnc,133.141169,28.32608,88.0,991.853824916,6068.0,4.26,0.12
A_HR2755,108.949519,-23.735,11.0,478.740211388,0.0,0.0,0.0
A_HD39945,88.666319,-26.65485,12.0,445.367847964,0.0,0.0,0.0
C_HR2912,113.623729,-26.11649,18.0,545.934071111,0.0,0.0,0.0
A_20Cnc,125.836139,18.32847,12.0,478.100501987,0.0,0.0,0.0
HIP-67620,207.834988,-24.38706,16.0,632.532821283,5545.0,4.07,-0.01
B_HD129899,222.86776,-77.17217,16.0,569.388435077,0.0,0.0,0.0
B_HR5342,214.125618,-3.19424,16.0,601.893919225,0.0,0.0,0.0
A_HR2206,92.80992,-26.47658,13.0,467.138394911,0.0,0.0,0.0
HIP-73241,224.539702,-48.86072,32.0,802.227710815,6127.0,4.29,0.08
HIP-42333,129.462734,-6.80499,30.0,786.443399108,5375.0,4.57,0.03
A_HR2543,102.914149,3.04446,12.0,457.063835804,0.0,0.0,0.0
B_fBoo,216.612572,19.22433,16.0,534.07736331,0.0,0.0,0.0
A_HR3504,132.683407,18.82853,16.0,550.983774716,0.0,0.0,0.0
A_HR4378,169.58426,11.98079,22.0,666.225067076,0.0,0.0,0.0
A_HR3721,139.359432,-74.73148,24.0,611.083259466,0.0,0.0,0.0
C_HR3702,139.89476,-11.31341,23.0,798.571956683,0.0,0.0,0.0
B_HR5163,205.977269,-5.49665,15.0,589.969702612,0.0,0.0,0.0
C_64Vir,200.545092,5.15539,18.0,603.236852323,0.0,0.0,0.0
A_HR3383,128.50747,-2.14907,20.0,648.004143505,0.0,0.0,0.0
HIP-64150,197.213216,5.20653,66.0,1036.71624855,5930.0,4.44,-0.1
A_34Cnc,128.163913,10.06405,11.0,456.551902854,0.0,0.0,0.0
HIP-64673,198.835804,-55.33997,34.0,607.99977796,0.0,0.0,0.0
A_HR2457,100.340689,16.39597,12.0,398.355004989,0.0,0.0,0.0
A_34Hya,144.466253,-9.42158,23.0,688.481764464,0.0,0.0,0.0
A_HR1975,85.843648,-18.55233,13.0,481.076657093,0.0,0.0,0.0
B_HR4313,166.22805,-35.80029,5.0,327.946260842,0.0,0.0,0.0
HIP-40133,122.959499,16.52349,27.0,762.494544243,6198.0,4.35,0.16
A_37Cnc,129.51937,9.57343,25.0,673.776149771,0.0,0.0,0.0
6-Hebe,166.781024,12.50681,1.0,74.0,0.0,0.0,0.0
hd-27534-hya,65.389633,18.41834,3.0,215.978841556,0.0,0.0,0.0
SRa04_E2_1323,95.33701,-4.79027,6.0,16.5876460054,0.0,0.0,0.0
A_HR2133,90.85583,11.68187,11.0,428.796956612,0.0,0.0,0.0
HIP-68468,210.267547,-32.75298,40.0,488.097551725,0.0,0.0,0.0
HD-97658,168.634054,25.70728,2.0,166.453176599,5393.0,4.69,0.27
HIP-49756,152.351815,2.37228,36.0,882.467183526,5700.0,4.29,0.11
HIP-65708,202.081479,-0.83899,8.0,457.2,6075.0,4.57,0.04
A_HR2629,105.423128,4.82074,13.0,473.281618067,0.0,0.0,0.0
HIP-43297,132.30725,3.48612,27.0,800.343226372,4990.0,4.65,-0.36
HIP-34511,107.275037,15.4214,28.0,579.489956772,0.0,0.0,0.0
A_bVir,179.982744,3.65553,9.0,440.617044609,0.0,0.0,0.0
HD-73598-Praes,129.954372,19.53849,6.0,298.720973485,0.0,0.0,0.0
HIP-62039,190.747711,-4.04729,35.0,685.112771739,6015.0,4.31,0.29
HIP-30158,95.198742,-44.78464,34.0,558.65046317,0.0,0.0,0.0
SW1143+0633upper,175.909372,6.5653,5.0,62.0192711986,0.0,0.0,0.0
hd-25102-Hya,59.924401,10.33194,4.0,274.026367344,0.0,0.0,0.0
hd-27524-hya,65.385576,21.03995,9.0,350.123178324,0.0,0.0,0.0
HIP-38072,117.027602,-27.51533,22.0,370.197258229,0.0,0.0,0.0
HD-76700,133.478147,-66.79752,1.0,130.9,6095.0,4.33,0.19
HIP-69645,213.813226,-42.80072,31.0,420.569233302,0.0,0.0,0.0
C_etaAps,214.561039,-81.00104,1.0,157.6,0.0,0.0,0.0
ASa01_E2_0047,243.127219,-66.59575,2.0,29.2412380039,0.0,0.0,0.0
HIP-72043,221.05028,18.46078,30.0,747.548500099,5594.0,4.44,0.46
SRa05_E2_3522,99.659434,10.23692,3.0,8.58195781859,0.0,0.0,0.0
HD46769,98.815365,0.88804,62.0,1533.30210004,0.0,0.0,0.0
HD178169,286.903491,-2.82104,28.0,853.8082923,0.0,0.0,0.0
GJ4245,329.783135,-46.76534,2.0,17.6323566207,0.0,0.0,0.0
HD179079,287.790012,-2.63912,261.0,861.88042094,0.0,0.0,0.0
VYCrt,175.490882,-24.38492,1.0,193.6,0.0,0.0,0.0
A023631,39.124249,12.13832,2.0,59.7907183432,0.0,0.0,0.0
INLup,239.792715,-38.74863,2.0,274.462328927,0.0,0.0,0.0
HD178484,287.217107,-2.28905,146.0,1378.68076073,0.0,0.0,0.0
LMC-Cep-9009,88.360774,-67.90125,11.0,14.4599446749,0.0,0.0,0.0
HIP102040,310.186826,19.93639,98.0,1093.20426271,5954.0,4.32,-0.07
LMC-Cep-8910,78.906498,-65.63889,2.0,4.70106370942,0.0,0.0,0.0
HD16031,38.547153,-12.38403,14.0,246.69882448,0.0,0.0,0.0
A204608,311.532095,-11.34547,9.0,141.086604609,0.0,0.0,0.0
HD14868,35.794634,-29.03663,7.0,170.140059951,5864.0,4.44,0.02
C_HR2543,234.674794,-39.13035,17.0,739.546151366,0.0,0.0,0.0
SW0548-6359,87.142989,-63.99607,34.0,174.046832778,0.0,0.0,0.0
U_Car,164.452034,-59.7383,9.0,201.095798066,0.0,0.0,0.0
SW0157+0045,29.261927,0.75857,30.0,137.888759513,0.0,0.0,0.0
SW0146+0242,26.633702,2.70045,70.0,224.31067741,0.0,0.0,0.0
LRc09_E2_0892,288.518555,-2.76235,2.0,5.52268050859,0.0,0.0,0.0
LTT3864,158.053222,-35.63213,4.0,37.2270063261,0.0,0.0,0.0
C_HR5798,234.701993,-52.3753,7.0,487.057984228,0.0,0.0,0.0
SW2012-0208,303.166487,-2.14467,60.0,75.2051859914,0.0,0.0,0.0
HD27483,65.215051,13.85891,5.0,223.070526964,0.0,0.0,0.0
smc-cep-0320,9.894857,-73.75051,39.0,35.3771112444,0.0,0.0,0.0
SW0415-2206,63.75578,-22.11506,31.0,70.0041427346,0.0,0.0,0.0
SW0425-3036,66.368918,-30.60188,39.0,190.277350202,0.0,0.0,0.0
SW0511-2603,75.299874,-26.05285,33.0,71.314164091,6239.0,4.07,-0.16
GJ4220,326.988074,5.81951,2.0,20.1556443707,0.0,0.0,0.0
smc-cep-4444,18.613341,-72.66845,16.0,41.8727835234,0.0,0.0,0.0
HIP-79578,243.547587,-31.66559,42.0,891.79037335,5221.0,4.55,-0.33
LRc09_E2_4938,288.480403,-2.11952,7.0,7.22011080247,0.0,0.0,0.0
S_Mus,183.196719,-70.15321,8.0,321.351645398,0.0,0.0,0.0
Y_Car,158.296622,-58.50296,6.0,136.16930638,0.0,0.0,0.0
SRa02_E2_0893,96.911903,5.26598,9.0,30.7309290455,0.0,0.0,0.0
SRa02_E1_1065,96.24794,5.56397,8.0,19.7451259809,0.0,0.0,0.0
V527Car,164.833357,-58.12674,1.0,141.1,0.0,0.0,0.0
V950Cen,197.160545,-54.61555,2.0,149.931451003,0.0,0.0,0.0
HZVel,132.465583,-39.1447,1.0,161.4,0.0,0.0,0.0
SW1101-2351,165.397282,-23.8621,8.0,83.5695518715,0.0,0.0,0.0
HD142,1.581985,-49.07653,11.0,809.418074916,6249.0,4.19,0.08
HD147135,245.118876,-12.91216,2.0,216.055779835,0.0,0.0,0.0
HR6593,265.823155,-27.88379,13.0,659.005212422,0.0,0.0,0.0
smc-cep-1977,13.223911,-71.91758,18.0,48.4985566796,0.0,0.0,0.0
smc-cep-2533,14.093024,-73.38637,11.0,18.574175621,0.0,0.0,0.0
SW2101-1325,315.474999,-13.4355,21.0,61.6627926711,0.0,0.0,0.0
smc-cep-3927,16.808895,-73.22599,16.0,26.1417290935,0.0,0.0,0.0
HIP-87769,268.938627,11.80237,29.0,464.337431186,0.0,0.0,0.0
Melpomene,270.310724,-8.9593,1.0,60.4,0.0,0.0,0.0
B_HD145005,242.258057,-9.64713,8.0,358.726581117,0.0,0.0,0.0
WASP36,131.580725,-8.02723,17.0,43.4319007183,0.0,0.0,0.0
HD105513,182.226223,-55.72985,1.0,105.8,0.0,0.0,0.0
Iris,213.706484,-17.6276,2.0,98.8650089769,0.0,0.0,0.0
LRc09_E2_3322,289.314707,-2.77656,9.0,15.9915602741,0.0,0.0,0.0
HIP-81746,250.455385,-45.37029,9.0,540.820534004,5675.0,4.24,-0.25
V388Pav,315.512699,-71.83664,2.0,179.195758878,0.0,0.0,0.0
LRa07_E2_4439,95.813971,3.72267,3.0,1.7,0.0,0.0,0.0
HD129231,220.373384,-2.04141,1.0,142.2,0.0,0.0,0.0
HIP-74432,228.175331,19.28442,60.0,991.737319052,5702.0,4.44,0.09
10Lep,82.783241,-20.8654,1.0,122.0,0.0,0.0,0.0
B_BD225877,333.660786,-21.69802,2.0,49.9964998775,0.0,0.0,0.0
smc-cep-2905,14.718141,-72.55201,14.0,22.3946422164,0.0,0.0,0.0
SW0254-1053,43.687473,-10.89961,15.0,66.3947287064,0.0,0.0,0.0
U_Aql,292.337957,-7.04367,6.0,233.52674365,0.0,0.0,0.0
S_Nor,244.712658,-57.90284,4.0,183.912805427,0.0,0.0,0.0
HIP-83276,255.293893,-13.56936,3.0,264.663276637,0.0,0.0,0.0
SRa04_E2_3222,95.817624,-4.07581,3.0,6.84981751582,0.0,0.0,0.0
V954Cen,198.208293,-61.54707,1.0,139.3,0.0,0.0,0.0
RXSex,156.536697,3.93122,1.0,139.3,0.0,0.0,0.0
BTCir,220.770147,-62.20966,1.0,161.1,0.0,0.0,0.0
LRc07_E2_4501,278.462307,7.69127,5.0,48.5145339048,0.0,0.0,0.0
Massalia,292.233289,-20.84399,1.0,46.1,0.0,0.0,0.0
smc-t2cep-29,14.403586,-72.30091,3.0,7.03491293478,0.0,0.0,0.0
smc-cep-4017,17.051367,-72.52367,17.0,35.6851509735,0.0,0.0,0.0
V496_Aql,287.085836,-7.43815,5.0,113.23007551,0.0,0.0,0.0
V585Oph,276.786954,7.52299,2.0,85.769283546,0.0,0.0,0.0
LMC-T2-52,77.50181,-69.97579,1.0,2.0,0.0,0.0,0.0
YZ_Car,157.071485,-59.35439,6.0,79.3134288756,0.0,0.0,0.0
HD166194,272.639243,-26.03197,3.0,249.861681736,0.0,0.0,0.0
HIP-76114,233.180104,10.9671,27.0,861.050335346,4889.0,3.91,0.3
V922Sco,255.721619,-38.46479,1.0,134.8,0.0,0.0,0.0
HD172910,281.081025,-35.64616,1.0,319.6,0.0,0.0,0.0
Juno,236.845114,-2.2708,1.0,60.6,0.0,0.0,0.0
GJ4143,304.683649,15.8411,1.0,11.6,0.0,0.0,0.0
AZAnt,161.209475,-35.34457,1.0,167.8,0.0,0.0,0.0
MXVir,214.423197,-21.8287,1.0,174.5,0.0,0.0,0.0
V853Cen,217.493194,-56.1333,2.0,204.071850092,0.0,0.0,0.0
HD152433,253.666737,-32.19059,5.0,132.729424017,6144.0,4.49,-0.1
Moon,279.778027,-19.95256,1.0,460.1,0.0,0.0,0.0
V668CrA,278.105251,-42.32923,1.0,100.3,0.0,0.0,0.0
LRa07_E2_3354,96.771992,4.54054,3.0,6.20644825967,0.0,0.0,0.0
MPHya,217.750953,-25.31443,1.0,125.4,0.0,0.0,0.0
V336Vel,151.255069,-56.89944,1.0,145.2,0.0,0.0,0.0
HD224578,359.760147,-11.93746,2.0,52.5449331525,6158.0,4.67,-0.01
V743Cen,202.091376,-51.29423,1.0,167.9,0.0,0.0,0.0
SZ_Tau,69.30992,18.54208,1.0,84.0,0.0,0.0,0.0
HD120500,207.431761,8.40759,1.0,165.3,0.0,0.0,0.0
DQ_Tau,71.715526,16.99538,1.0,4.2,0.0,0.0,0.0
PMM1560,127.467786,-53.3698,1.0,63.8,0.0,0.0,0.0
NTHya,136.988735,-7.80705,1.0,138.0,0.0,0.0,0.0
HD206116,325.047508,-9.79367,2.0,65.2494444421,6231.0,4.57,0.24
IWVel,164.280861,-50.76652,1.0,191.0,0.0,0.0,0.0
HD210027,331.750335,25.34286,1.0,63.6,0.0,0.0,0.0
V947Cen,196.277241,-47.11768,1.0,244.4,0.0,0.0,0.0
U_Vul,294.1561,20.33074,1.0,18.1,0.0,0.0,0.0
V344Vel,155.520591,-49.53354,1.0,189.8,0.0,0.0,0.0
AKAnt,143.734753,-28.87961,5.0,160.229398052,0.0,0.0,0.0
SW1233-1008,188.387236,-10.14562,71.0,79.5244616455,0.0,0.0,0.0
HD103743,179.180552,-32.2663,28.0,506.866964795,0.0,0.0,0.0
HD053143,104.999834,-61.3351,24.0,487.6387905,0.0,0.0,0.0
SW1105-0504,166.429289,-5.07828,75.0,150.9149098,0.0,0.0,0.0
HD095086,164.264235,-68.66799,129.0,1090.01512834,0.0,0.0,0.0
HD059967,112.677308,-37.33755,20.0,467.556820076,0.0,0.0,0.0
HD152555,253.533078,-4.34035,18.0,394.184639477,6010.0,4.29,-0.01
Tycho,202.034707,-9.63072,24.0,1092.16273513,0.0,0.0,0.0
HD063608,116.575877,-59.81048,28.0,545.584796342,0.0,0.0,0.0
HD120036,206.925062,-32.43026,23.0,277.716960231,0.0,0.0,0.0
Tycho,202.636346,-9.84355,26.0,1063.71391831,0.0,0.0,0.0
HD216437,343.659427,-70.07414,38.0,1199.18474807,5910.0,4.23,0.22
HD187085,297.391605,-37.78132,32.0,793.132889244,5453.0,4.67,0.12
HD106906,184.471426,-55.97659,56.0,747.715387029,0.0,0.0,0.0
HD077825,136.085235,-15.91294,7.0,227.122786175,0.0,0.0,0.0
HD186704,296.488251,4.24881,6.0,247.479393082,0.0,0.0,0.0
Io,103.744884,23.1239,6.0,477.952424411,0.0,0.0,0.0
SW2016+0317,304.20716,3.2937,35.0,57.0950085384,0.0,0.0,0.0
Vesta,205.593726,3.06489,2.0,448.02285656,0.0,0.0,0.0
Pallas,145.397896,8.13903,2.0,191.060252277,0.0,0.0,0.0
HD217014,344.365862,20.76223,91.0,2173.03292658,5602.0,4.56,-0.1
J0353-16,58.47897,-16.95326,33.0,151.593238636,0.0,0.0,0.0
SW0227-5017,36.775691,-50.28703,87.0,405.65328792,0.0,0.0,0.0
HATS549-007,70.050397,-19.16863,3.0,4.38406204336,0.0,0.0,0.0
blg157.6_87907,269.384266,-32.39229,5.0,4.37492857085,0.0,0.0,0.0
SW2020-1918,305.096951,-19.31357,42.0,161.915996739,0.0,0.0,0.0
HD017925,43.13525,-12.76841,34.0,626.712565695,5819.0,4.49,-0.25
J0353+05,58.284797,5.60778,29.0,80.6083122265,0.0,0.0,0.0
HATS554-059,105.600634,-23.11744,7.0,25.0507484918,0.0,0.0,0.0
NGC6425No46,266.76713,-31.55403,6.0,60.4176298774,0.0,0.0,0.0
HD224474,359.579651,19.6918,1.0,122.7,0.0,0.0,0.0
CWW_091,289.197308,-16.07175,86.0,168.440286155,0.0,0.0,0.0
HD215641,341.789917,-32.67438,56.0,727.186062848,0.0,0.0,0.0
NGC6067No.316,243.399822,-54.12796,13.0,186.071787222,0.0,0.0,0.0
NGC2506No.2309,120.068328,-10.76916,8.0,56.5728733582,0.0,0.0,0.0
blg241.6_126747,271.335459,-26.43341,16.0,5.72276157113,0.0,0.0,0.0
SW0844+0151,131.106823,1.85782,30.0,112.85481824,0.0,0.0,0.0
blg218.6_139950,271.847462,-28.19353,15.0,7.55182097245,0.0,0.0,0.0
blg171.4_94577,268.417703,-31.04498,13.0,8.54868410927,0.0,0.0,0.0
CWW_079,288.617662,-16.33616,113.0,213.797637966,0.0,0.0,0.0
NGC3680No.13,171.321594,-43.24051,32.0,192.982615797,0.0,0.0,0.0
lmc518.15.9366,81.760594,-67.48952,3.0,5.52630075186,0.0,0.0,0.0
HATS565-004,185.62454,-23.51552,3.0,15.7661028793,0.0,0.0,0.0
NGC6134No.62,246.899944,-49.16656,14.0,52.7870249209,0.0,0.0,0.0
blg182.1_64148,269.711868,-30.91912,10.0,13.4951843263,0.0,0.0,0.0
NGC2324No.1552,106.021368,1.04781,3.0,10.9736046949,0.0,0.0,0.0
Melotte71No.121,114.376732,-12.04068,11.0,56.3377315837,0.0,0.0,0.0
HD021175,50.897073,-40.07664,51.0,739.972979236,0.0,0.0,0.0
CWW_085,289.247956,-16.5895,74.0,162.709618646,0.0,0.0,0.0
NGC6281No3,256.19709,-37.88763,9.0,274.111200063,0.0,0.0,0.0
blg340.6_13443,267.183819,-22.48389,6.0,2.14709105536,0.0,0.0,0.0
blg138.1_51694,266.348452,-33.8575,9.0,5.15072810387,0.0,0.0,0.0
HATS550-006,72.57034,-21.7763,2.0,4.6872166581,0.0,0.0,0.0
GJ3331A,76.707823,-21.58574,5.0,62.0320078669,0.0,0.0,0.0
blg208.5_47394,271.248555,-28.71324,2.0,3.10161248385,0.0,0.0,0.0
NGC1662No.2,72.131794,10.96159,4.0,70.80748548,0.0,0.0,0.0
LRc10_E2_5093,279.114043,7.73342,6.0,8.25772365728,0.0,0.0,0.0
blg194.4_110966,267.858071,-29.11502,10.0,4.30697109347,0.0,0.0,0.0
HIP13044,41.907714,-36.1103,15.0,163.183056719,0.0,0.0,0.0
blg223.6_143565,269.715594,-27.60151,6.0,3.79209704517,0.0,0.0,0.0
LRa02_E2_1023,103.355187,-5.71425,3.0,24.3846263043,0.0,0.0,0.0
HD217357,345.062295,-22.52572,1.0,70.5,nan,nan,nan
NGC2354No.219,108.546464,-25.77088,24.0,109.075936851,0.0,0.0,0.0
HATS552-017,88.145195,-19.0343,31.0,5.4680892458,0.0,0.0,0.0
HD041593,91.667756,15.53953,16.0,412.501818178,0.0,0.0,0.0
HD1040,3.664291,-39.79495,8.0,172.644924629,0.0,0.0,0.0
blg215.7_39,269.745579,-28.41958,5.0,7.80896920214,0.0,0.0,0.0
LRa02_E2_2551,102.363185,-4.57494,2.0,4.10365690574,0.0,0.0,0.0
HD68402,121.349507,-74.41089,5.0,109.343998464,0.0,0.0,0.0
NGC2818No2130,139.126296,-36.57256,8.0,25.5403602167,0.0,0.0,0.0
HD171545,279.314345,-40.80408,1.0,154.4,0.0,0.0,0.0
HD72892,128.719186,-14.4589,10.0,182.709359366,0.0,0.0,0.0
Iris,328.255237,-4.38283,1.0,73.4,0.0,0.0,0.0
ASc01_E2_0014,259.103692,-55.03105,2.0,4.04969134626,0.0,0.0,0.0
HIP70000,214.858903,14.93172,1.0,138.4,0.0,0.0,0.0
HATS606-033,143.131592,-33.60537,2.0,25.9557315443,0.0,0.0,0.0
CWW_078,289.037769,-15.40637,67.0,220.983551424,0.0,0.0,0.0
OGLE-2011-BLG-0417,263.638976,-27.11122,1.0,0.6,0.0,0.0,0.0
CWW_060,287.947442,-16.54833,12.0,87.6580287253,0.0,0.0,0.0
AX_Cir,223.148027,-63.81082,9.0,596.614481889,0.0,0.0,0.0
HD916731,52.70627,-45.9333,17.0,235.536706269,0.0,0.0,0.0
Pallas,150.971492,-21.90795,3.0,253.328442935,0.0,0.0,0.0
HIP54769,168.195305,-5.11737,1.0,148.2,0.0,0.0,0.0
NGC2925No108,143.225997,-53.46116,13.0,186.688082105,0.0,0.0,0.0
blg226.3_141086,271.854333,-27.61398,2.0,1.74928556845,0.0,0.0,0.0
LRc09_E2_1288,289.004553,-2.06272,2.0,8.74585616163,0.0,0.0,0.0
NGC6208No31,252.336112,-53.70509,6.0,46.2699686622,0.0,0.0,0.0
HQ-Car,155.130916,-61.25133,2.0,31.9690475304,0.0,0.0,0.0
V465_Mon,107.0325,0.06257,1.0,0.3,0.0,0.0,0.0
HATS585-006,335.507573,-19.79156,4.0,7.22979944397,0.0,0.0,0.0
HD700488,133.508044,-30.861,3.0,22.1858062734,0.0,0.0,0.0
HATS602-063,115.825414,-27.32937,4.0,7.49733285909,0.0,0.0,0.0
HD203050,319.798574,22.37286,1.0,113.2,0.0,0.0,0.0
HATS585-008,340.463505,-20.50167,2.0,7.82304288624,0.0,0.0,0.0
HD206860,326.130265,14.76965,16.0,474.4386894,5770.0,4.55,-0.27
NGC2355No.398,109.27038,13.74401,1.0,36.2,0.0,0.0,0.0
