Name, RA, Dec, N_exp, SNR
SW2353-1007,358.41144,-10.11676,37,158.46324495
HD41641,91.67636,6.72984,207,3084.01936278
GJ4149,308.68455,3.34731,4,20.9100454328
HD159868,264.74931,-43.14599,9,424.527478498
SW2351-3954,357.88503,-39.90914,63,141.456777851
SW1117-1903,169.4427,-19.05235,25,108.121551968
Moon,87.735414,24.45063,4,441.93604741
HD061005,113.95298,-32.20469,35,567.563494245
HD43285,93.916267,6.06395,166,2874.11993835
RSP95-66,161.03392,-63.99497,54,252.84983686
HD168050,274.66275,-19.10114,2,74.420024187
HD170783,277.76999,4.62637,130,2238.980087
HR7349,290.59407,-0.25344,121,1922.03826445
LRa03_E2_4826,93.436695,4.4054,14,14.7248089971
SW2334-0134,353.61465,-1.57929,33,86.5520074868
ASAS180057,270.243409,-23.56274,12,110.377216852
HD4597,11.881306,-36.93995,31,514.145368549
RSP95-15,158.42642,-64.23013,21,104.327465224
SW1508+0220,227.21325,2.34419,63,157.662899885
GJ317,130.24812,-23.45163,79,113.17764797
P1455,83.61037,-5.37,3,135.761702995
ASAS-042041,65.176104,-1.7406,5,157.693944082
GJ1099,113.57861,0.98468,6,29.7788515561
HD171219,278.32656,5.44634,79,1380.21714234
HD203850,321.751834,-56.12499,45,534.479887367
HD103774,179.23549,-12.10582,52,694.419512975
HD42299,92.544321,6.32085,25,835.804588406
HD150437,250.53227,-29.12315,14,231.662901648
LMC-Cep2532,84.016149,-70.03218,11,35.1936073741
GW-ERI,62.902094,-20.35563,4,335.869811088
LRc03_E2_2182,278.7041,-6.61144,17,8.71263450398
LRc04_E2_3706,278.94242,9.28338,6,12.1991803003
HD91024,157.20982,-60.89665,42,1373.02055338
GJ3508,129.28364,15.12632,7,29.06165859
HATS-BP,78.80108,-21.84153,1,10.9
ASAS195222,298.09488,-32.55986,28,324.261900321
SMC8-201484,15.063428,-72.40237,22,36.2385154221
HR1411,67.148466,15.96171,4,606.094596577
0306_0079,200.19755,7.02363,1,37.5
HD124834,214.99197,-73.96834,1,225.8
BD-065663,315.9936,-6.13787,24,113.693579414
HD153580,255.78708,-53.23821,1,224.8
0343_0836,226.99774,4.2564,3,65.2519731502
LRc02_E1_0632,281.07877,6.66248,14,29.1991438231
LRa01_E1_0286,101.15531,0.00732,15,69.043174898
RSP95-29,159.16064,-64.7988,18,61.4164473085
HD50890,103.750986,-2.80495,4,612.12459516
0874_0225,186.45957,9.7618,1,19.7
LRa03_E2_1919,93.48547,5.47757,36,47.2768442263
HD86659,149.25246,-69.10252,2,357.658859809
solar_spectrum,246.41692,-25.16333,2,293.534495417
LRa02_E2_1715,102.82912,-3.36925,3,14.02176879
LRc04_E2_5405,278.94327,8.54434,13,12.3567795157
LRc05_E2_3718,279.28193,4.53072,10,15.8908778864
Sky_spectra,25.00017,-26.00001,4,850.310931366
HD144880,242.2998,-32.09981,5,157.00216559
0348_0288,229.95403,7.1341,2,48.0834690928
SRa01_E1_0770,100.19696,9.25839,20,59.1488799556
BD-206558,348.57421,-19.64366,4,57.5705653959
GJ2033,64.176563,-12.55361,3,24.5263124012
LMC193.5-15460,88.57361,-70.84082,6,8.96548938988
HD88133,152.53625,18.18588,1,95.4
LMC173.4-14015,84.966337,-67.88431,5,6.48228354826
GJ1077,79.25941,-78.28905,6,21.3586048233
HD41814,91.71115,-11.17494,1,196.1
HD168746,275.46118,-11.92181,4,297.79909335
HD126341,216.54263,-45.22652,15,1037.57245048
SRa03_E2_1347,98.174606,-0.03038,33,38.2976500585
HD149989,250.18637,-51.47856,6,488.509518843
HD201985,318.3126,-4.26702,3,265.311251175
0306_0754,202.28113,6.46098,1,39.5
tetCir,224.19042,-62.7813,1,211.8
HD112409,194.27427,-51.19891,3,420.237135437
SRc02_E2_1974,285.06957,-4.37955,2,0.640312423743
HIP109368,332.37295,-78.92574,3,40.1428698526
0282_0763,187.33787,1.31496,1,33.0
SRc02_E2_0892,285.80022,-2.07454,3,10.7953693777
HD67523,121.88048,-24.307,2,596.370228969
SRa02_E1_3444,96.73046,7.26717,4,159.537926525
GJ4180,316.48556,4.42876,16,233.813900357
GJ3492,123.43202,-76.12673,7,29.2694379857
HD42618,93.006493,6.78267,91,1269.30236744
HD121190,208.80204,-52.16181,1,226.3
GJ4195,321.9447,7.29743,3,20.5693947407
Mis270,256.43189,-36.73893,1,184.4
GJ2036B,73.38268,-55.85908,1,12.8
GJ843,330.50854,-19.48092,3,24.3690377323
HD157056,260.50547,-24.99785,1,691.2
LMC133.8-19478,73.50659,-68.31667,3,6.65357047006
GJ319C,130.72364,9.55105,5,29.6135104302
GJ4213,326.0536,6.64166,1,9.5
HD10167,24.63079,-42.92957,1,252.9
lambda_Tau,60.17438,12.49027,2,425.372119444
HD209775,331.39046,17.51145,2,249.726029881
V356-Sgr,281.97179,-20.27239,8,440.637867188
HD155854,258.91455,-34.35297,6,393.270644722
HIP114954,349.25572,-23.39761,4,45.3579100048
HD114839,198.20059,26.88125,2,231.895515265
HD218614,347.36554,-12.61803,4,88.8591019536
0407_0505,257.22888,4.7118,1,28.2
HD152565,257.47284,-82.31774,4,391.095640477
HD217065,344.53034,-13.64324,6,76.0112491675
HD224288,359.14772,-55.48471,7,373.151256195
HD43587,94.32382,5.10025,3,492.221037746
0929_0388,233.84298,9.14851,1,24.9
HD141128,236.91118,-9.47807,3,102.186104731
0305_0880,197.92412,5.61652,1,33.1
GJ333.2A,135.20718,5.24399,5,21.9560925485
V846Ara,254.04035,-50.67436,1,254.9
GJ4155,310.240231,-10.1118,1,12.2
HD205891,324.841752,-37.14155,21,491.71475471
HD216113,342.63488,-32.42681,1,100.7
HD42089,92.287152,7.51282,1,253.9
0892_0281,202.09325,8.83906,1,27.8
HD220740,351.58901,-14.70871,3,52.4558862283
HD42787,93.250886,6.01689,1,178.7
sky,67.50019,-30.0,4,593.984208544
CERES,274.86256,-22.57443,2,109.848258976
0928_1075,233.43751,8.14744,1,29.1
HD188298,298.87719,-29.09696,5,171.794208284
HD146596,244.93633,-52.77506,1,183.4
V946Cen,195.40223,-60.6739,1,221.0
SMC-CepII-23,13.746838,-73.16254,1,7.4
Vesta,159.98743,15.73451,1,131.1
HIP116492,354.09207,-33.21532,4,68.7475090458
HD222662,355.68507,-19.88255,1,26.2
0300_1035,201.67191,2.37407,1,36.9
0945_0476,241.65781,7.82036,1,29.7
HD-154801,257.04779,-14.24917,3,92.7199547023
HD152635,253.97144,-31.46912,2,284.214795533
V817Cen,182.23275,-41.23463,1,192.9
AE-Cir,221.21747,-69.39386,1,9.6
HD216530,343.5762,-43.01216,2,54.0049071844
SRa03_E2_0490,97.037614,-0.16922,30,55.273592248
HD147302,246.01215,-55.4556,1,185.0
gamCir,230.84356,-59.32206,1,215.0
GJ4241,329.36063,8.13801,3,33.7866837674
HD151113,251.88224,-45.46183,1,196.7
ASAS145923,224.854381,-59.39871,1,12.6
HD85693,148.23899,-26.75745,7,393.964211573
BG-Ind,329.629308,-59.01334,2,49.4070845122
0902_0318,213.94458,8.13623,1,29.2
GJ257A,104.442772,-44.29134,2,27.0275785079
BG-Ind,329.62451,-50.01876,1,2.5
0866_0996,182.42841,9.29018,1,31.4
GJ4160A,311.133754,8.90426,18,69.0349187006
0374_0758,241.06644,3.97035,1,35.7
0292_0125,189.81934,3.70333,1,36.5
HD138521,234.22053,-67.48536,2,264.619462625
HD193084,304.852471,-29.62674,1,182.9
HD170031,276.779012,6.06621,152,1732.42373858
LRa03_E2_5191,92.573579,5.53507,1,5.1
SW1242-3038,190.622276,-30.63931,63,145.501271472
SW1451+0556,222.771586,5.94622,36,73.5978939916
Sky_spectra,12.126531,-28.05028,45,2117.22707804
HD173282,281.332313,-21.00417,27,614.981829
vesta20111108,319.35361,-22.58673,9,411.687478556
vesta20111127,325.68302,-20.28677,9,379.750102041
LRc06_E2_4872,279.19059,5.80328,25,706.439353377
SW1615+1001,243.959697,10.02984,77,360.272702269
HD45398,96.747598,-4.45814,347,4028.375201
RhoPav,309.404178,-61.53201,39,2280.19622182
vesta20111112,320.603201,-22.14248,6,162.591328182
WZScl,22.182307,-33.76258,36,1437.08001169
AI_Vel,123.52655,-44.57826,104,1626.45479802
SRa04_E2_2567,94.821309,-4.41924,22,153.699056601
HD144277,241.641488,-39.2602,18,850.795721663
HIP118115,359.390915,-9.64679,42,783.826166953
HD221950,354.090565,2.10217,23,468.886084246
HIP--9349,30.02205,-13.54488,30,661.262270208
SW0207-2039,31.90544,-20.66132,83,109.783969686
HD214686,340.034603,-9.35757,27,524.16878007
HD75049,131.391824,-50.73334,8,336.124857754
HD45975,97.609797,-4.69377,77,2156.33569975
HIP--8507,27.428694,-18.9346,51,570.078301639
HR8437,332.179822,-33.12571,1,177.1
BDCap,302.533003,-25.2857,1,177.0
LRa03_E2_0678,92.394954,4.68679,12,46.9870194841
HD49585,102.28855,0.09076,18,706.960741484
HIP101905,309.758294,-49.32968,44,1033.3015194
HD143487,240.439309,-30.91486,1,50.7
vesta20111105,318.454472,-22.90288,10,438.863726002
HD7345,18.428629,7.57479,22,542.319942469
HIP117367,356.970795,4.1743,41,821.637468717
HIP-18844,60.614705,-61.35704,16,553.306370829
bHD312256,196.151198,-61.67318,4,80.6516583834
SW0015+0112,3.963761,1.19888,36,115.642682432
HIP-22263,71.901495,-16.93259,114,1696.21193251
HD133803,226.814,-29.50561,5,244.547500498
HD15814,38.229577,15.03476,17,493.343267918
HD69013,123.625313,-15.77395,8,244.149605775
V1359Ori,72.477657,-2.47947,1,166.0
HD172103,279.579747,-1.11107,21,458.332979394
AACol,88.636842,-35.08532,1,178.1
GJ811.1,314.19801,-10.45095,2,23.1138486627
aRE1925,291.49894,-56.56269,5,105.975893485
HD124850,214.008251,-6.00352,6,520.552446925
HD120734,207.985812,-36.62356,8,105.57821745
HD49566,102.343467,9.57773,2,333.512293626
Sun,353.644303,-39.81778,7,1086.68100195
HD4676,12.241602,16.93529,5,269.95582972
HD3229,8.888042,-0.50378,4,255.486222721
HIP--3203,10.199029,-7.23181,29,943.995926898
LRc06_E2_0119,279.918973,5.42792,33,164.497173228
GJ4262,332.808629,-2.54323,1,8.0
SW1251-4204,192.985142,-42.07352,35,81.2518307486
vesta20111203,327.863693,-19.46178,9,313.058540851
HD8997,22.270789,21.72096,15,317.451429356
51Sgr,294.011682,-24.72133,16,988.463995298
vesta20111124,324.625668,-20.68149,8,369.81115451
IRAS12556-7731,194.8507,-77.78569,4,22.1607761597
HD483,2.331967,17.53192,21,424.31346903
HIP105184,319.613563,-43.33358,99,1370.65315817
HD22054,53.051061,-31.57279,13,318.600188324
LRa05_E2_1949,91.325745,7.7446,7,8.87862601983
SW0228-0703,37.156936,-7.06228,21,97.698157608
HD030562,72.155766,-5.67621,3,328.086162463
aHen3600,167.617943,-37.53093,1,14.3
GJ812A,314.209038,-4.84702,8,31.0980706797
vesta20111206,328.975372,-19.03405,6,212.019362323
HD123732,212.67516,-47.76996,8,157.576076864
HIP-19911,64.068276,7.1587,7,365.694558341
b_V1355,293.465379,15.93758,2,28.3296664294
YYPic,87.23492,-46.31454,2,324.830802111
HD6980,17.39454,-46.26568,28,498.26343434
HIP19807,63.719376,-25.01222,8,194.397350805
HIP-25670,82.24519,-17.42839,49,754.319925496
bV1082Sco,264.115876,-33.49249,7,86.9537233245
EFCha,181.774327,-78.7382,2,321.146103822
vesta20111010,312.32309,-25.03041,6,388.890048728
b_A022311,35.793258,16.50575,2,24.773574631
b_A195530,298.869574,-71.26031,5,99.0065654389
V352Pav,266.785812,-59.99932,1,202.0
HD188032,298.836454,-48.28477,10,399.136367674
vesta20111122,323.932542,-20.93763,6,314.811356212
LRc05_E2_4607,279.787034,4.35739,14,12.9383151917
GJ791,306.92622,-27.74988,3,22.4182960994
V382Pav,307.948347,-73.07284,1,108.2
HIP-10303,33.196847,-2.39691,54,1052.25521144
HIP-10175,32.7193,13.68041,48,709.407675459
GJ4187A,319.405359,-8.90397,2,17.8216160883
HIP--6407,20.579881,3.51167,7,201.286388015
bA135-623,233.976876,-62.58587,3,35.8993036144
HIP-28066,89.013071,13.91896,80,1226.99470659
vesta20110929,310.889257,-25.54931,6,434.738450105
V435Car,95.462484,-51.23383,1,262.0
HD203335,320.916544,-55.54285,5,91.7926467643
HD091201,157.494926,-62.71421,5,256.4684581
CCOct,300.889391,-78.83066,1,113.7
GJ810A,313.912586,-14.03573,2,10.1965680501
RXCae,67.726111,-41.175,2,375.620619775
CEOct,301.521784,-79.42164,1,109.1
HIP66990,205.936471,-51.62747,7,263.007623464
GJ4352,354.535265,-16.23596,4,39.0366494464
HIP-30037,94.807797,-68.83165,24,343.975900319
GJ899,353.513833,0.17705,5,44.2544912975
HD87810,151.784913,-21.2543,8,310.678579886
HIP--7585,24.422637,12.07587,75,1116.62202199
GJ4304A,343.992354,5.75222,4,34.7416176941
EMAqr,313.789001,-1.37335,1,187.4
HD160089,264.778723,-26.93421,7,162.996380328
HIP53084,162.904077,-16.40215,6,202.994852151
CGOct,341.275894,-88.81516,1,125.3
aHD231630,292.679417,13.66827,5,92.2539430052
CPOct,47.421126,-83.53227,1,144.6
b-TYC-8620,167.056747,-55.92428,2,47.2698635496
AIScl,18.190874,-37.8564,1,211.8
NZPav,297.756011,-65.60727,1,145.3
HIP111286,338.164899,-65.44333,6,163.898505179
HIP114615,348.290434,-30.44817,48,493.681334466
HD073654,129.515546,-38.76256,1,206.8
HD126516,216.513805,-0.69119,5,229.709338077
FGEri,28.950333,-55.07422,1,194.5
CFInd,324.922086,-51.57432,1,187.2
HD48752,101.302712,9.68321,2,344.91043765
HD10830,26.417172,-25.05051,6,582.470179494
TXRet,64.169315,-64.31455,1,266.4
SW1447+0103,221.943582,1.06533,1,0.2
HD37548,84.657055,-16.91887,2,128.10815743
HIP69724,214.085155,-4.28402,6,148.301550902
RSGru,325.768231,-48.19123,1,138.6
VV-For,43.139132,-26.30298,1,93.8
TR1,91.895979,24.092,9,10.2825094213
AKMen,58.326889,-79.80721,1,105.8
solar_spectrum,217.59467,-29.78771,1,198.0
HD82114,140.839863,-77.88833,3,101.233887607
HD196384,309.429991,-22.44089,2,147.927820237
FIEri,39.821359,-43.80295,1,137.4
HD153276,254.742813,-15.81108,2,37.1974461489
GJ4265,333.474078,5.27764,1,11.4
bNND,311.707298,7.5531,5,152.880181842
HD49429,102.178668,8.86153,1,195.5
DRPsc,0.350372,6.79174,1,201.0
bHD104856,181.141384,-52.69563,1,67.2
HDTE192263,303.499853,-0.8639,5,271.781069981
HD329868,236.633341,-47.23628,4,41.280867239
b-CD-80-28,16.406027,-80.06452,5,100.096053868
AUScl,3.784789,-29.00497,1,118.1
BGHyi,21.040447,-70.67616,1,125.4
HD48977,101.639551,8.58395,1,246.2
bA152-543,230.532812,-54.52878,1,23.6
V4425Sgr,298.794889,-25.81009,1,75.6
HD088955,153.68767,-42.12115,1,346.5
XZMen,71.892156,-79.80744,1,274.0
ADHor,53.958314,-43.71753,1,179.5
HIP-79715,244.02397,-52.81509,38,580.191399454
UZRet,62.767197,-63.16169,1,136.9
BXInd,330.417668,-54.15895,1,125.1
EQEri,67.495246,-28.87944,1,248.1
GJ831A,322.832922,-9.79023,1,7.3
GJ9773,333.149738,8.55082,4,17.3389734414
HVEri,72.140735,-11.75258,1,244.6
UWPsA,338.390941,-29.66412,1,153.5
HD28807,67.987509,-12.63216,4,167.499104475
BUMic,309.971625,-36.03509,1,182.5
A_HR3198,122.74143,14.62614,15,565.118845908
SW1019-0948,154.911869,-9.80479,67,55.3084080407
55Cnc,133.141169,28.32608,88,991.853824916
A_HR2755,108.949519,-23.735,11,478.740211388
A_HD39945,88.666319,-26.65485,12,445.367847964
C_HR2912,113.623729,-26.11649,18,545.934071111
A_20Cnc,125.836139,18.32847,12,478.100501987
HIP-67620,207.834988,-24.38706,16,632.532821283
B_HD129899,222.86776,-77.17217,16,569.388435077
B_HR5342,214.125618,-3.19424,16,601.893919225
A_HR2206,92.80992,-26.47658,13,467.138394911
HIP-73241,224.539702,-48.86072,32,802.227710815
HIP-42333,129.462734,-6.80499,30,786.443399108
A_HR2543,102.914149,3.04446,12,457.063835804
B_fBoo,216.612572,19.22433,16,534.07736331
A_HR3504,132.683407,18.82853,16,550.983774716
A_HR4378,169.58426,11.98079,22,666.225067076
A_HR3721,139.359432,-74.73148,24,611.083259466
C_HR3702,139.89476,-11.31341,23,798.571956683
B_HR5163,205.977269,-5.49665,15,589.969702612
C_64Vir,200.545092,5.15539,18,603.236852323
A_HR3383,128.50747,-2.14907,20,648.004143505
HIP-64150,197.213216,5.20653,66,1036.71624855
A_34Cnc,128.163913,10.06405,11,456.551902854
HIP-64673,198.835804,-55.33997,34,607.99977796
A_HR2457,100.340689,16.39597,12,398.355004989
A_34Hya,144.466253,-9.42158,23,688.481764464
A_HR1975,85.843648,-18.55233,13,481.076657093
B_HR4313,166.22805,-35.80029,5,327.946260842
HIP-40133,122.959499,16.52349,27,762.494544243
A_37Cnc,129.51937,9.57343,25,673.776149771
6-Hebe,166.781024,12.50681,1,74.0
hd-27534-hya,65.389633,18.41834,3,215.978841556
SRa04_E2_1323,95.33701,-4.79027,6,16.5876460054
A_HR2133,90.85583,11.68187,11,428.796956612
HIP-68468,210.267547,-32.75298,40,488.097551725
HD-97658,168.634054,25.70728,2,166.453176599
HIP-49756,152.351815,2.37228,36,882.467183526
HIP-65708,202.081479,-0.83899,8,457.2
A_HR2629,105.423128,4.82074,13,473.281618067
HIP-43297,132.30725,3.48612,27,800.343226372
HIP-34511,107.275037,15.4214,28,579.489956772
A_bVir,179.982744,3.65553,9,440.617044609
HD-73598-Praes,129.954372,19.53849,6,298.720973485
HIP-62039,190.747711,-4.04729,35,685.112771739
HIP-30158,95.198742,-44.78464,34,558.65046317
SW1143+0633upper,175.909372,6.5653,5,62.0192711986
hd-25102-Hya,59.924401,10.33194,4,274.026367344
hd-27524-hya,65.385576,21.03995,9,350.123178324
HIP-38072,117.027602,-27.51533,22,370.197258229
HD-76700,133.478147,-66.79752,1,130.9
HIP-69645,213.813226,-42.80072,31,420.569233302
C_etaAps,214.561039,-81.00104,1,157.6
ASa01_E2_0047,243.127219,-66.59575,2,29.2412380039
HIP-72043,221.05028,18.46078,30,747.548500099
SRa05_E2_3522,99.659434,10.23692,3,8.58195781859
HD46769,98.815365,0.88804,62,1533.30210004
HD178169,286.903491,-2.82104,28,853.8082923
GJ4245,329.783135,-46.76534,2,17.6323566207
HD179079,287.790012,-2.63912,261,861.88042094
VYCrt,175.490882,-24.38492,1,193.6
A023631,39.124249,12.13832,2,59.7907183432
INLup,239.792715,-38.74863,2,274.462328927
HD178484,287.217107,-2.28905,146,1378.68076073
LMC-Cep-9009,88.360774,-67.90125,11,14.4599446749
HIP102040,310.186826,19.93639,98,1093.20426271
LMC-Cep-8910,78.906498,-65.63889,2,4.70106370942
HD16031,38.547153,-12.38403,14,246.69882448
A204608,311.532095,-11.34547,9,141.086604609
HD14868,35.794634,-29.03663,7,170.140059951
C_HR2543,234.674794,-39.13035,17,739.546151366
SW0548-6359,87.142989,-63.99607,34,174.046832778
U_Car,164.452034,-59.7383,9,201.095798066
SW0157+0045,29.261927,0.75857,30,137.888759513
SW0146+0242,26.633702,2.70045,70,224.31067741
LRc09_E2_0892,288.518555,-2.76235,2,5.52268050859
LTT3864,158.053222,-35.63213,4,37.2270063261
C_HR5798,234.701993,-52.3753,7,487.057984228
SW2012-0208,303.166487,-2.14467,60,75.2051859914
HD27483,65.215051,13.85891,5,223.070526964
smc-cep-0320,9.894857,-73.75051,39,35.3771112444
SW0415-2206,63.75578,-22.11506,31,70.0041427346
SW0425-3036,66.368918,-30.60188,39,190.277350202
SW0511-2603,75.299874,-26.05285,33,71.314164091
GJ4220,326.988074,5.81951,2,20.1556443707
smc-cep-4444,18.613341,-72.66845,16,41.8727835234
HIP-79578,243.547587,-31.66559,42,891.79037335
LRc09_E2_4938,288.480403,-2.11952,7,7.22011080247
S_Mus,183.196719,-70.15321,8,321.351645398
Y_Car,158.296622,-58.50296,6,136.16930638
SRa02_E2_0893,96.911903,5.26598,9,30.7309290455
SRa02_E1_1065,96.24794,5.56397,8,19.7451259809
V527Car,164.833357,-58.12674,1,141.1
V950Cen,197.160545,-54.61555,2,149.931451003
HZVel,132.465583,-39.1447,1,161.4
SW1101-2351,165.397282,-23.8621,8,83.5695518715
HD142,1.581985,-49.07653,11,809.418074916
HD147135,245.118876,-12.91216,2,216.055779835
HR6593,265.823155,-27.88379,13,659.005212422
smc-cep-1977,13.223911,-71.91758,18,48.4985566796
smc-cep-2533,14.093024,-73.38637,11,18.574175621
SW2101-1325,315.474999,-13.4355,21,61.6627926711
smc-cep-3927,16.808895,-73.22599,16,26.1417290935
HIP-87769,268.938627,11.80237,29,464.337431186
Melpomene,270.310724,-8.9593,1,60.4
B_HD145005,242.258057,-9.64713,8,358.726581117
WASP36,131.580725,-8.02723,17,43.4319007183
HD105513,182.226223,-55.72985,1,105.8
Iris,213.706484,-17.6276,2,98.8650089769
LRc09_E2_3322,289.314707,-2.77656,9,15.9915602741
HIP-81746,250.455385,-45.37029,9,540.820534004
V388Pav,315.512699,-71.83664,2,179.195758878
LRa07_E2_4439,95.813971,3.72267,3,1.7
HD129231,220.373384,-2.04141,1,142.2
HIP-74432,228.175331,19.28442,60,991.737319052
10Lep,82.783241,-20.8654,1,122.0
B_BD225877,333.660786,-21.69802,2,49.9964998775
smc-cep-2905,14.718141,-72.55201,14,22.3946422164
SW0254-1053,43.687473,-10.89961,15,66.3947287064
U_Aql,292.337957,-7.04367,6,233.52674365
S_Nor,244.712658,-57.90284,4,183.912805427
HIP-83276,255.293893,-13.56936,3,264.663276637
SRa04_E2_3222,95.817624,-4.07581,3,6.84981751582
V954Cen,198.208293,-61.54707,1,139.3
RXSex,156.536697,3.93122,1,139.3
BTCir,220.770147,-62.20966,1,161.1
LRc07_E2_4501,278.462307,7.69127,5,48.5145339048
Massalia,292.233289,-20.84399,1,46.1
smc-t2cep-29,14.403586,-72.30091,3,7.03491293478
smc-cep-4017,17.051367,-72.52367,17,35.6851509735
V496_Aql,287.085836,-7.43815,5,113.23007551
V585Oph,276.786954,7.52299,2,85.769283546
LMC-T2-52,77.50181,-69.97579,1,2.0
YZ_Car,157.071485,-59.35439,6,79.3134288756
HD166194,272.639243,-26.03197,3,249.861681736
HIP-76114,233.180104,10.9671,27,861.050335346
V922Sco,255.721619,-38.46479,1,134.8
HD172910,281.081025,-35.64616,1,319.6
Juno,236.845114,-2.2708,1,60.6
GJ4143,304.683649,15.8411,1,11.6
AZAnt,161.209475,-35.34457,1,167.8
MXVir,214.423197,-21.8287,1,174.5
V853Cen,217.493194,-56.1333,2,204.071850092
HD152433,253.666737,-32.19059,5,132.729424017
Moon,279.778027,-19.95256,1,460.1
V668CrA,278.105251,-42.32923,1,100.3
LRa07_E2_3354,96.771992,4.54054,3,6.20644825967
MPHya,217.750953,-25.31443,1,125.4
V336Vel,151.255069,-56.89944,1,145.2
HD224578,359.760147,-11.93746,2,52.5449331525
V743Cen,202.091376,-51.29423,1,167.9
SZ_Tau,69.30992,18.54208,1,84.0
HD120500,207.431761,8.40759,1,165.3
DQ_Tau,71.715526,16.99538,1,4.2
PMM1560,127.467786,-53.3698,1,63.8
NTHya,136.988735,-7.80705,1,138.0
HD206116,325.047508,-9.79367,2,65.2494444421
IWVel,164.280861,-50.76652,1,191.0
HD210027,331.750335,25.34286,1,63.6
V947Cen,196.277241,-47.11768,1,244.4
U_Vul,294.1561,20.33074,1,18.1
V344Vel,155.520591,-49.53354,1,189.8
AKAnt,143.734753,-28.87961,5,160.229398052
SW1233-1008,188.387236,-10.14562,71,79.5244616455
HD103743,179.180552,-32.2663,28,506.866964795
HD053143,104.999834,-61.3351,24,487.6387905
SW1105-0504,166.429289,-5.07828,75,150.9149098
HD095086,164.264235,-68.66799,129,1090.01512834
HD059967,112.677308,-37.33755,20,467.556820076
HD152555,253.533078,-4.34035,18,394.184639477
Tycho,202.034707,-9.63072,24,1092.16273513
HD063608,116.575877,-59.81048,28,545.584796342
HD120036,206.925062,-32.43026,23,277.716960231
Tycho,202.636346,-9.84355,26,1063.71391831
HD216437,343.659427,-70.07414,38,1199.18474807
HD187085,297.391605,-37.78132,32,793.132889244
HD106906,184.471426,-55.97659,56,747.715387029
HD077825,136.085235,-15.91294,7,227.122786175
HD186704,296.488251,4.24881,6,247.479393082
Io,103.744884,23.1239,6,477.952424411
SW2016+0317,304.20716,3.2937,35,57.0950085384
Vesta,205.593726,3.06489,2,448.02285656
Pallas,145.397896,8.13903,2,191.060252277
HD217014,344.365862,20.76223,91,2173.03292658
J0353-16,58.47897,-16.95326,33,151.593238636
SW0227-5017,36.775691,-50.28703,87,405.65328792
HATS549-007,70.050397,-19.16863,3,4.38406204336
blg157.6_87907,269.384266,-32.39229,5,4.37492857085
SW2020-1918,305.096951,-19.31357,42,161.915996739
HD017925,43.13525,-12.76841,34,626.712565695
J0353+05,58.284797,5.60778,29,80.6083122265
HATS554-059,105.600634,-23.11744,7,25.0507484918
NGC6425No46,266.76713,-31.55403,6,60.4176298774
HD224474,359.579651,19.6918,1,122.7
CWW_091,289.197308,-16.07175,86,168.440286155
HD215641,341.789917,-32.67438,56,727.186062848
NGC6067No.316,243.399822,-54.12796,13,186.071787222
NGC2506No.2309,120.068328,-10.76916,8,56.5728733582
blg241.6_126747,271.335459,-26.43341,16,5.72276157113
SW0844+0151,131.106823,1.85782,30,112.85481824
blg218.6_139950,271.847462,-28.19353,15,7.55182097245
blg171.4_94577,268.417703,-31.04498,13,8.54868410927
CWW_079,288.617662,-16.33616,113,213.797637966
NGC3680No.13,171.321594,-43.24051,32,192.982615797
lmc518.15.9366,81.760594,-67.48952,3,5.52630075186
HATS565-004,185.62454,-23.51552,3,15.7661028793
NGC6134No.62,246.899944,-49.16656,14,52.7870249209
blg182.1_64148,269.711868,-30.91912,10,13.4951843263
NGC2324No.1552,106.021368,1.04781,3,10.9736046949
Melotte71No.121,114.376732,-12.04068,11,56.3377315837
HD021175,50.897073,-40.07664,51,739.972979236
CWW_085,289.247956,-16.5895,74,162.709618646
NGC6281No3,256.19709,-37.88763,9,274.111200063
blg340.6_13443,267.183819,-22.48389,6,2.14709105536
blg138.1_51694,266.348452,-33.8575,9,5.15072810387
HATS550-006,72.57034,-21.7763,2,4.6872166581
GJ3331A,76.707823,-21.58574,5,62.0320078669
blg208.5_47394,271.248555,-28.71324,2,3.10161248385
NGC1662No.2,72.131794,10.96159,4,70.80748548
LRc10_E2_5093,279.114043,7.73342,6,8.25772365728
blg194.4_110966,267.858071,-29.11502,10,4.30697109347
HIP13044,41.907714,-36.1103,15,163.183056719
blg223.6_143565,269.715594,-27.60151,6,3.79209704517
LRa02_E2_1023,103.355187,-5.71425,3,24.3846263043
HD217357,345.062295,-22.52572,1,70.5
NGC2354No.219,108.546464,-25.77088,24,109.075936851
HATS552-017,88.145195,-19.0343,31,5.4680892458
HD041593,91.667756,15.53953,16,412.501818178
HD1040,3.664291,-39.79495,8,172.644924629
blg215.7_39,269.745579,-28.41958,5,7.80896920214
LRa02_E2_2551,102.363185,-4.57494,2,4.10365690574
HD68402,121.349507,-74.41089,5,109.343998464
NGC2818No2130,139.126296,-36.57256,8,25.5403602167
HD171545,279.314345,-40.80408,1,154.4
HD72892,128.719186,-14.4589,10,182.709359366
Iris,328.255237,-4.38283,1,73.4
ASc01_E2_0014,259.103692,-55.03105,2,4.04969134626
HIP70000,214.858903,14.93172,1,138.4
HATS606-033,143.131592,-33.60537,2,25.9557315443
CWW_078,289.037769,-15.40637,67,220.983551424
OGLE-2011-BLG-0417,263.638976,-27.11122,1,0.6
CWW_060,287.947442,-16.54833,12,87.6580287253
